Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,960794,-,-,-,32.77,-84.82,-5,256,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2019,1,1,0,0,0,0,0,0,0,0,3,18,166.47,0,0.11,0.1,4,209,100,18,983,N/A
2019,1,1,0,30,0,0,0,0,0,0,3,17.8,169.86,0,0.11,0.1,4,212,100,17.8,983,N/A
2019,1,1,1,0,0,0,0,0,0,0,3,17.7,169.51,0,0.11,0.1,4.1000000000000005,215,100,17.7,983,N/A
2019,1,1,1,30,0,0,0,0,0,0,7,17.5,165.70000000000002,0,0.11,0.1,4.1000000000000005,223,100,17.5,984,N/A
2019,1,1,2,0,0,0,0,0,0,0,8,17.3,160.35,0,0.11,0.1,4.1000000000000005,231,100,17.3,984,N/A
2019,1,1,2,30,0,0,0,0,0,0,4,17.2,154.43,0,0.11,0.1,4,250,100,17.2,984,N/A
2019,1,1,3,0,0,0,0,0,0,0,4,17.1,148.27,0,0.11,0.1,3.9000000000000004,269,100,17.1,984,N/A
2019,1,1,3,30,0,0,0,0,0,0,3,16.900000000000002,142.01,0,0.11,0.1,3.8000000000000003,288,100,16.900000000000002,984,N/A
2019,1,1,4,0,0,0,0,0,0,0,3,16.7,135.71,0,0.11,0.1,3.7,308,100,16.7,984,N/A
2019,1,1,4,30,0,0,0,0,0,0,3,16.5,129.41,0,0.11,0.1,3.6,321,100,16.5,984,N/A
2019,1,1,5,0,0,0,0,0,0,0,7,16.2,123.14,0,0.11,0.1,3.5,334,100,16.2,984,N/A
