Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,980023,-,-,-,33.89,-83.9,-5,290,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2019,1,1,0,0,0,0,0,0,0,0,7,16.2,166.18,0,0.09,0.4,4,215,100,16.2,980,0.0000,0.0000,N/A
2019,1,1,0,30,0,0,0,0,0,0,7,16.2,168.95000000000002,0,0.09,0.30000000000000004,3.9000000000000004,234,100,16.2,980,0.0000,0.0000,N/A
2019,1,1,1,0,0,0,0,0,0,0,4,16.1,168.18,0,0.09,0.30000000000000004,3.9000000000000004,252,100,16.1,981,0.0000,0.0000,N/A
2019,1,1,1,30,0,0,0,0,0,0,3,15.9,164.4,0,0.09,0.30000000000000004,3.8000000000000003,273,100,15.9,981,0.0000,0.0000,N/A
2019,1,1,2,0,0,0,0,0,0,0,4,15.600000000000001,159.19,0,0.09,0.30000000000000004,3.7,293,100,15.600000000000001,981,0.0000,0.0000,N/A
2019,1,1,2,30,0,0,0,0,0,0,4,15.200000000000001,153.4,0,0.09,0.30000000000000004,3.6,301,100,15.200000000000001,982,0.0000,0.0000,N/A
2019,1,1,3,0,0,0,0,0,0,0,3,14.8,147.34,0,0.09,0.30000000000000004,3.5,310,100,14.8,982,0.0000,0.0000,N/A
2019,1,1,3,30,0,0,0,0,0,0,3,14.4,141.17000000000002,0,0.09,0.30000000000000004,3.4000000000000004,316,100,14.4,982,0.0000,0.0000,N/A
2019,1,1,4,0,0,0,0,0,0,0,3,14.100000000000001,134.96,0,0.09,0.30000000000000004,3.4000000000000004,322,100,14.100000000000001,982,0.0000,0.0000,N/A
2019,1,1,4,30,0,0,0,0,0,0,3,13.600000000000001,128.74,0,0.09,0.30000000000000004,3.3000000000000003,324,100,13.600000000000001,982,0.0000,0.0000,N/A
2019,1,1,5,0,0,0,0,0,0,0,0,13.100000000000001,122.55,0,0.09,0.30000000000000004,3.3000000000000003,325,99.12,13.200000000000001,982,0.0000,0.0000,N/A
2019,1,1,5,30,0,0,0,0,0,0,8,13,116.4,0,0.09,0.30000000000000004,3.2,321,100,13,983,0.0000,0.0000,N/A
2019,1,1,6,0,0,0,0,0,0,0,7,12.5,110.34,0,0.09,0.30000000000000004,3.2,317,97.82000000000001,12.8,983,0.0000,0.0000,N/A
2019,1,1,6,30,0,0,0,0,0,0,7,12.5,104.37,0,0.09,0.30000000000000004,3.1,311,98.46000000000001,12.700000000000001,983,0.0000,0.0000,N/A
2019,1,1,7,0,0,0,0,0,0,0,7,12.100000000000001,98.53,0,0.09,0.2,3,305,95.95,12.700000000000001,983,0.0000,0.0000,N/A
2019,1,1,7,30,0,0,0,0,0,0,7,12.100000000000001,92.84,0,0.09,0.2,2.9000000000000004,299,94.09,13,983,0.0000,0.0000,N/A
2019,1,1,8,0,11,13,12,22,175,31,7,12.600000000000001,87.12,86,0.09,0.30000000000000004,2.9000000000000004,293,94.99,13.4,983,0.0000,0.0000,N/A
2019,1,1,8,30,24,0,24,44,400,100,7,12.600000000000001,81.99,100,0.09,0.30000000000000004,2.9000000000000004,288,89.13,14.4,984,0.0000,0.0000,N/A
2019,1,1,9,0,42,0,42,60,534,180,7,14,77.06,71,0.09,0.30000000000000004,2.9000000000000004,283,91.26,15.4,984,2.0209,1.5472,N/A
2019,1,1,9,30,85,18,90,77,604,259,7,14,72.46000000000001,0,0.09,0.30000000000000004,3,277,85.63,16.400000000000002,984,4.5045,3.4764,N/A
2019,1,1,10,0,131,40,146,94,637,330,7,13.3,68.29,0,0.09,0.4,3,270,77.33,17.3,984,7.5866,5.8868,N/A
2019,1,1,10,30,127,36,142,101,685,395,4,13.3,64.62,11,0.09,0.4,3.1,268,75.89,17.6,984,7.5952,5.9137,N/A
2019,1,1,11,0,57,0,57,107,718,449,4,13,61.550000000000004,4,0.09,0.5,3.1,266,73.13,17.900000000000002,984,3.1130,2.4291,N/A
2019,1,1,11,30,83,3,85,111,742,491,4,13,59.19,0,0.09,0.5,3.2,269,72.68,18,984,4.7080,3.6788,N/A
2019,1,1,12,0,196,46,221,112,758,518,4,13.3,57.620000000000005,0,0.09,0.5,3.2,271,73.36,18.1,983,12.3459,9.6544,N/A
2019,1,1,12,30,84,0,84,113,763,530,4,13.3,56.9,0,0.09,0.5,3.3000000000000003,272,73.36,18.1,983,4.7100,3.6844,N/A
2019,1,1,13,0,111,1,112,112,761,526,4,13.5,57.07,14,0.09,0.5,3.3000000000000003,273,74.64,18.1,983,6.2746,4.9079,N/A
2019,1,1,13,30,126,2,127,109,755,508,8,13.5,58.120000000000005,0,0.09,0.5,3.4000000000000004,269,75.58,17.900000000000002,983,7.0759,5.5320,N/A
2019,1,1,14,0,166,14,173,106,741,476,7,14,60.01,14,0.09,0.4,3.4000000000000004,265,78.93,17.7,983,9.5371,7.4488,N/A
2019,1,1,14,30,178,92,220,101,715,429,4,14,62.65,0,0.09,0.4,3.4000000000000004,262,80.43,17.400000000000002,983,11.9297,9.3022,N/A
2019,1,1,15,0,160,148,220,95,678,371,4,14.5,65.96000000000001,0,0.09,0.4,3.4000000000000004,258,84.62,17.1,983,11.6496,9.0603,N/A
2019,1,1,15,30,120,72,145,86,627,302,4,14.5,69.83,0,0.09,0.30000000000000004,3.4000000000000004,255,86.78,16.7,983,7.4344,5.7584,N/A
2019,1,1,16,0,92,133,128,74,553,225,4,15.200000000000001,74.18,43,0.09,0.30000000000000004,3.4000000000000004,252,93.51,16.2,983,6.3052,4.8525,N/A
2019,1,1,16,30,62,85,78,59,448,145,4,15.100000000000001,78.92,100,0.09,0.2,3.3000000000000003,254,97.77,15.5,983,3.7205,2.8392,N/A
2019,1,1,17,0,32,45,37,39,287,69,4,14.600000000000001,83.94,100,0.09,0.2,3.3000000000000003,257,99.36,14.700000000000001,984,0.0000,0.0000,N/A
2019,1,1,17,30,6,10,6,10,58,11,4,14.4,89.04,43,0.09,0.30000000000000004,3.2,266,100,14.4,984,0.0000,0.0000,N/A
2019,1,1,18,0,0,0,0,0,0,0,8,14,95,0,0.09,0.30000000000000004,3.2,275,99.61,14.100000000000001,984,0.0000,0.0000,N/A
2019,1,1,18,30,0,0,0,0,0,0,8,14,100.75,0,0.09,0.30000000000000004,3.2,275,99.61,14.100000000000001,984,0.0000,0.0000,N/A
2019,1,1,19,0,0,0,0,0,0,0,8,13.700000000000001,106.65,0,0.1,0.30000000000000004,3,291,100,13.700000000000001,985,0.0000,0.0000,N/A
2019,1,1,19,30,0,0,0,0,0,0,8,13.4,112.66,0,0.1,0.30000000000000004,2.9000000000000004,298,100,13.4,985,0.0000,0.0000,N/A
2019,1,1,20,0,0,0,0,0,0,0,7,13.100000000000001,118.75,0,0.1,0.30000000000000004,2.8000000000000003,305,100,13.100000000000001,985,0.0000,0.0000,N/A
2019,1,1,20,30,0,0,0,0,0,0,7,12.8,124.92,0,0.1,0.30000000000000004,2.7,310,100,12.8,985,0.0000,0.0000,N/A
2019,1,1,21,0,0,0,0,0,0,0,8,12.4,131.12,0,0.1,0.30000000000000004,2.6,316,100,12.4,985,0.0000,0.0000,N/A
2019,1,1,21,30,0,0,0,0,0,0,4,12.100000000000001,137.34,0,0.1,0.30000000000000004,2.5,320,100,12.100000000000001,984,0.0000,0.0000,N/A
2019,1,1,22,0,0,0,0,0,0,0,4,11.700000000000001,143.54,0,0.1,0.2,2.4000000000000004,325,100,11.700000000000001,984,0.0000,0.0000,N/A
2019,1,1,22,30,0,0,0,0,0,0,7,11.4,149.68,0,0.1,0.2,2.3000000000000003,328,100,11.4,984,0.0000,0.0000,N/A
2019,1,1,23,0,0,0,0,0,0,0,7,11.100000000000001,155.65,0,0.1,0.2,2.2,331,100,11.100000000000001,984,0.0000,0.0000,N/A
2019,1,1,23,30,0,0,0,0,0,0,7,10.8,161.26,0,0.1,0.2,2.2,335,100,10.8,984,0.0000,0.0000,N/A
2019,1,2,0,0,0,0,0,0,0,0,4,10.5,166.04,0,0.1,0.2,2.2,338,100,10.5,984,0.0000,0.0000,N/A
2019,1,2,0,30,0,0,0,0,0,0,7,10.3,168.84,0,0.1,0.30000000000000004,2.2,341,100,10.3,984,0.0000,0.0000,N/A
2019,1,2,1,0,0,0,0,0,0,0,7,10,168.14000000000001,0,0.1,0.30000000000000004,2.2,344,100,10,985,0.0000,0.0000,N/A
2019,1,2,1,30,0,0,0,0,0,0,4,9.8,164.41,0,0.1,0.30000000000000004,2.2,349,100,9.8,985,0.0000,0.0000,N/A
2019,1,2,2,0,0,0,0,0,0,0,4,9.5,159.23,0,0.1,0.30000000000000004,2.2,355,100,9.5,985,0.0000,0.0000,N/A
2019,1,2,2,30,0,0,0,0,0,0,4,9.3,153.45000000000002,0,0.1,0.30000000000000004,2.2,179,100,9.3,985,0.0000,0.0000,N/A
2019,1,2,3,0,0,0,0,0,0,0,7,9,147.4,0,0.1,0.30000000000000004,2.1,3,100,9,985,0.0000,0.0000,N/A
2019,1,2,3,30,0,0,0,0,0,0,7,8.8,141.23,0,0.1,0.30000000000000004,2.1,8,100,8.8,984,0.0000,0.0000,N/A
2019,1,2,4,0,0,0,0,0,0,0,7,8.6,135.02,0,0.1,0.30000000000000004,2,14,100,8.6,984,0.0000,0.0000,N/A
2019,1,2,4,30,0,0,0,0,0,0,7,8.4,128.8,0,0.1,0.30000000000000004,2,16,100,8.4,984,0.0000,0.0000,N/A
2019,1,2,5,0,0,0,0,0,0,0,7,8.3,122.60000000000001,0,0.1,0.30000000000000004,2,19,100,8.3,984,0.0000,0.0000,N/A
2019,1,2,5,30,0,0,0,0,0,0,7,8.1,116.46000000000001,0,0.1,0.30000000000000004,1.9000000000000001,21,100,8.1,985,0.0000,0.0000,N/A
2019,1,2,6,0,0,0,0,0,0,0,7,7.9,110.39,0,0.1,0.30000000000000004,1.9000000000000001,24,100,7.9,985,0.0000,0.0000,N/A
2019,1,2,6,30,0,0,0,0,0,0,7,7.7,104.42,0,0.1,0.30000000000000004,1.9000000000000001,33,100,7.7,985,0.0000,0.0000,N/A
2019,1,2,7,0,0,0,0,0,0,0,0,7.6000000000000005,98.57000000000001,0,0.1,0.30000000000000004,1.8,42,100,7.6000000000000005,986,0.0000,0.0000,N/A
2019,1,2,7,30,0,0,0,0,0,0,7,7.7,92.88,0,0.1,0.30000000000000004,1.9000000000000001,56,94.86,8.5,986,0.0000,0.0000,N/A
2019,1,2,8,0,17,27,18,22,224,33,7,9.1,87.14,86,0.1,0.30000000000000004,1.9000000000000001,69,98.12,9.4,986,0.0000,0.0000,N/A
2019,1,2,8,30,48,47,55,41,470,106,7,9.1,82.01,100,0.1,0.30000000000000004,2,70,91.78,10.4,986,0.0000,0.0000,N/A
2019,1,2,9,0,83,61,97,53,607,189,7,10.200000000000001,77.07000000000001,71,0.1,0.30000000000000004,2.1,72,93.01,11.3,986,4.6670,3.5729,N/A
2019,1,2,9,30,117,218,183,64,688,271,7,10.200000000000001,72.47,0,0.1,0.30000000000000004,2.3000000000000003,70,85.48,12.600000000000001,987,9.1583,7.0679,N/A
2019,1,2,10,0,147,178,213,72,737,345,7,11.4,68.28,0,0.1,0.2,2.5,68,84.64,13.9,987,11.0691,8.5890,N/A
2019,1,2,10,30,122,5,124,80,768,410,7,11.3,64.59,0,0.1,0.2,2.7,90,77.77,15.200000000000001,986,6.6339,5.1654,N/A
2019,1,2,11,0,73,0,73,89,783,462,7,11.600000000000001,61.52,0,0.1,0.30000000000000004,2.9000000000000004,112,73.43,16.400000000000002,986,3.9875,3.1116,N/A
2019,1,2,11,30,120,4,122,95,794,502,6,11.600000000000001,59.14,0,0.1,0.2,3,131,71.97,16.7,985,6.7593,5.2817,N/A
2019,1,2,12,0,201,146,279,99,795,526,7,12,57.550000000000004,0,0.1,0.2,3.1,149,72.55,17,985,15.5917,12.1929,N/A
2019,1,2,12,30,102,12,109,104,792,537,6,12,56.82,0,0.1,0.2,3.2,172,72.94,16.900000000000002,984,6.1142,4.7830,N/A
2019,1,2,13,0,76,0,76,106,781,532,7,12.600000000000001,56.97,0,0.1,0.2,3.2,195,76.28,16.8,984,4.2599,3.3322,N/A
2019,1,2,13,30,113,4,115,106,766,512,7,12.600000000000001,58.01,0,0.1,0.2,3.3000000000000003,236,77.74,16.5,984,6.4111,5.0125,N/A
2019,1,2,14,0,92,11,98,107,742,479,4,14.100000000000001,59.89,0,0.1,0.2,3.3000000000000003,278,87.32000000000001,16.2,983,5.4063,4.2228,N/A
2019,1,2,14,30,90,2,91,103,713,432,8,14.100000000000001,62.52,0,0.1,0.2,3.3000000000000003,292,90.81,15.600000000000001,984,4.9388,3.8514,N/A
2019,1,2,15,0,50,0,50,98,671,373,8,14,65.83,0,0.1,0.2,3.3000000000000003,307,93.41,15.100000000000001,984,2.6503,2.0614,N/A
2019,1,2,15,30,37,0,37,91,608,302,8,14,69.7,0,0.1,0.30000000000000004,3.3000000000000003,320,96.46000000000001,14.600000000000001,984,1.8992,1.4713,N/A
2019,1,2,16,0,17,0,17,81,519,224,7,13.600000000000001,74.04,43,0.1,0.30000000000000004,3.3000000000000003,332,96.73,14.100000000000001,984,0.8385,0.6455,N/A
2019,1,2,16,30,13,0,13,66,403,144,7,13.600000000000001,78.78,100,0.1,0.2,3.2,168,99.91,13.600000000000001,984,0.6203,0.4735,N/A
2019,1,2,17,0,8,0,8,43,235,68,7,13,83.81,100,0.1,0.2,3.2,4,100,13,984,0.0000,0.0000,N/A
2019,1,2,17,30,4,5,4,11,47,12,7,12.700000000000001,88.91,57,0.1,0.2,3.2,29,100,12.700000000000001,984,0.0000,0.0000,N/A
2019,1,2,18,0,0,0,0,0,0,0,7,12.3,94.86,0,0.1,0.2,3.2,54,100,12.3,983,0.0000,0.0000,N/A
2019,1,2,18,30,0,0,0,0,0,0,6,12.3,100.61,0,0.1,0.2,3.2,54,100,12.3,983,0.0000,0.0000,N/A
2019,1,2,19,0,0,0,0,0,0,0,3,11.9,106.51,0,0.1,0.30000000000000004,3.1,88,100,11.9,983,0.0000,0.0000,N/A
2019,1,2,19,30,0,0,0,0,0,0,8,11.700000000000001,112.52,0,0.1,0.2,3.1,94,100,11.700000000000001,983,0.0000,0.0000,N/A
2019,1,2,20,0,0,0,0,0,0,0,7,11.4,118.62,0,0.1,0.2,3.1,100,100,11.4,983,0.0000,0.0000,N/A
2019,1,2,20,30,0,0,0,0,0,0,7,11.3,124.78,0,0.1,0.2,3,100,100,11.3,983,0.0000,0.0000,N/A
2019,1,2,21,0,0,0,0,0,0,0,7,11.100000000000001,130.99,0,0.1,0.2,3,101,100,11.100000000000001,982,0.0000,0.0000,N/A
2019,1,2,21,30,0,0,0,0,0,0,7,11,137.21,0,0.1,0.2,3,103,100,11,982,0.0000,0.0000,N/A
2019,1,2,22,0,0,0,0,0,0,0,7,11,143.41,0,0.1,0.2,3,105,100,11,982,0.0000,0.0000,N/A
2019,1,2,22,30,0,0,0,0,0,0,7,11,149.54,0,0.1,0.2,3,117,100,11,982,0.0000,0.0000,N/A
2019,1,2,23,0,0,0,0,0,0,0,7,11,155.51,0,0.1,0.2,3,129,100,11,981,0.0000,0.0000,N/A
2019,1,2,23,30,0,0,0,0,0,0,7,10.9,161.12,0,0.1,0.2,3,147,100,10.9,981,0.0000,0.0000,N/A
2019,1,3,0,0,0,0,0,0,0,0,6,10.9,165.91,0,0.1,0.2,3,166,100,10.9,981,0.0000,0.0000,N/A
2019,1,3,0,30,0,0,0,0,0,0,6,11,168.73,0,0.1,0.2,3,197,100,11,981,0.0000,0.0000,N/A
2019,1,3,1,0,0,0,0,0,0,0,6,11,168.1,0,0.1,0.2,3,229,100,11,981,0.0000,0.0000,N/A
2019,1,3,1,30,0,0,0,0,0,0,6,11,164.42000000000002,0,0.1,0.2,3,254,100,11,981,0.0000,0.0000,N/A
2019,1,3,2,0,0,0,0,0,0,0,7,11,159.26,0,0.1,0.2,3,279,100,11,981,0.0000,0.0000,N/A
2019,1,3,2,30,0,0,0,0,0,0,7,11,153.49,0,0.1,0.2,3,290,100,11,981,0.0000,0.0000,N/A
2019,1,3,3,0,0,0,0,0,0,0,7,11,147.45000000000002,0,0.1,0.2,3,302,100,11,980,0.0000,0.0000,N/A
2019,1,3,3,30,0,0,0,0,0,0,6,11.100000000000001,141.29,0,0.1,0.2,3,297,100,11.100000000000001,980,0.0000,0.0000,N/A
2019,1,3,4,0,0,0,0,0,0,0,6,11.100000000000001,135.08,0,0.1,0.2,3,292,100,11.100000000000001,980,0.0000,0.0000,N/A
2019,1,3,4,30,0,0,0,0,0,0,7,11.100000000000001,128.86,0,0.1,0.2,3.1,279,100,11.100000000000001,980,0.0000,0.0000,N/A
2019,1,3,5,0,0,0,0,0,0,0,7,11.100000000000001,122.66,0,0.1,0.2,3.1,266,100,11.100000000000001,980,0.0000,0.0000,N/A
2019,1,3,5,30,0,0,0,0,0,0,7,11.100000000000001,116.51,0,0.1,0.2,3.1,261,100,11.100000000000001,980,0.0000,0.0000,N/A
2019,1,3,6,0,0,0,0,0,0,0,7,11,110.44,0,0.1,0.30000000000000004,3.2,257,100,11,980,0.0000,0.0000,N/A
2019,1,3,6,30,0,0,0,0,0,0,6,11,104.46000000000001,0,0.1,0.30000000000000004,3.2,270,100,11,980,0.0000,0.0000,N/A
2019,1,3,7,0,0,0,0,0,0,0,6,10.9,98.61,0,0.1,0.30000000000000004,3.2,284,100,10.9,981,0.0000,0.0000,N/A
2019,1,3,7,30,0,0,0,0,0,0,7,11,92.91,0,0.1,0.30000000000000004,3.2,298,100,11,981,0.0000,0.0000,N/A
2019,1,3,8,0,6,10,6,21,152,29,7,11,87.17,86,0.1,0.4,3.2,311,100,11,981,0.0000,0.0000,N/A
2019,1,3,8,30,10,0,10,46,378,98,6,11.200000000000001,82.03,100,0.1,0.4,3.2,321,100,11.200000000000001,981,0.0000,0.0000,N/A
2019,1,3,9,0,15,0,15,61,523,178,6,11.3,77.08,71,0.1,0.4,3.2,331,100,11.3,982,0.7216,0.5525,N/A
2019,1,3,9,30,19,0,19,73,618,259,6,11.5,72.46000000000001,0,0.1,0.30000000000000004,3.3000000000000003,335,97.86,11.8,982,0.9509,0.7339,N/A
2019,1,3,10,0,34,0,34,81,682,334,6,12.3,68.26,0,0.1,0.30000000000000004,3.3000000000000003,339,99.04,12.4,982,1.7672,1.3713,N/A
2019,1,3,10,30,59,0,59,88,728,401,6,12.3,64.57000000000001,0,0.1,0.30000000000000004,3.3000000000000003,333,95.85000000000001,12.9,982,3.1569,2.4581,N/A
2019,1,3,11,0,102,2,103,93,760,456,6,12.700000000000001,61.47,0,0.1,0.30000000000000004,3.3000000000000003,326,94.83,13.5,981,5.6280,4.3919,N/A
2019,1,3,11,30,125,2,126,95,786,499,7,12.700000000000001,59.08,0,0.1,0.30000000000000004,3.2,325,95.45,13.4,981,6.9833,5.4569,N/A
2019,1,3,12,0,127,1,128,96,803,528,6,12.4,57.47,0,0.1,0.30000000000000004,3.2,323,94.19,13.3,980,7.1562,5.5964,N/A
2019,1,3,12,30,128,0,128,95,814,542,8,12.4,56.72,0,0.1,0.30000000000000004,3.1,331,94.19,13.3,980,7.1836,5.6198,N/A
2019,1,3,13,0,105,1,106,94,819,542,8,12.3,56.870000000000005,0,0.1,0.2,3,340,94.06,13.200000000000001,979,5.9445,4.6501,N/A
2019,1,3,13,30,79,2,80,93,812,524,8,12.3,57.9,0,0.1,0.2,3,340,93.45,13.3,979,4.4625,3.4892,N/A
2019,1,3,14,0,108,0,108,90,799,492,8,12.200000000000001,59.76,0,0.1,0.2,2.9000000000000004,341,93.05,13.3,979,5.9625,4.6575,N/A
2019,1,3,14,30,130,9,134,87,772,445,8,12.200000000000001,62.39,0,0.1,0.2,2.9000000000000004,334,93.66,13.200000000000001,979,7.2787,5.6766,N/A
2019,1,3,15,0,99,2,100,84,732,385,8,12.200000000000001,65.69,0,0.1,0.2,2.9000000000000004,327,94.37,13.100000000000001,979,5.3063,4.1278,N/A
2019,1,3,15,30,93,10,96,77,680,314,7,12.200000000000001,69.56,0,0.1,0.2,2.9000000000000004,327,96.24000000000001,12.8,979,4.9339,3.8228,N/A
2019,1,3,16,0,51,0,51,68,606,236,8,12.4,73.9,43,0.1,0.2,2.9000000000000004,327,99.44,12.5,980,2.5187,1.9393,N/A
2019,1,3,16,30,46,0,46,55,501,154,6,12.100000000000001,78.63,100,0.1,0.30000000000000004,3,324,100,12.100000000000001,980,2.1959,1.6765,N/A
2019,1,3,17,0,24,0,24,38,336,75,6,11.600000000000001,83.66,100,0.1,0.5,3,321,99.95,11.600000000000001,980,0.0000,0.0000,N/A
2019,1,3,17,30,6,12,6,12,88,14,6,11.600000000000001,88.78,57,0.1,0.5,3,326,99.95,11.600000000000001,980,0.0000,0.0000,N/A
2019,1,3,18,0,0,0,0,0,0,0,7,11.3,94.72,0,0.1,0.4,3,331,97.84,11.600000000000001,980,0.0000,0.0000,N/A
2019,1,3,18,30,0,0,0,0,0,0,7,11.3,100.47,0,0.1,0.4,3,331,97.84,11.600000000000001,980,0.0000,0.0000,N/A
2019,1,3,19,0,0,0,0,0,0,0,7,11.100000000000001,106.37,0,0.1,0.30000000000000004,3,47,97.56,11.5,980,0.0000,0.0000,N/A
2019,1,3,19,30,0,0,0,0,0,0,7,11.100000000000001,112.38,0,0.1,0.4,3.1,81,98.2,11.4,980,0.0000,0.0000,N/A
2019,1,3,20,0,0,0,0,0,0,0,7,11,118.48,0,0.1,0.5,3.1,115,97.96000000000001,11.3,980,0.0000,0.0000,N/A
2019,1,3,20,30,0,0,0,0,0,0,6,11,124.64,0,0.1,0.5,3.1,113,99.27,11.100000000000001,980,0.0000,0.0000,N/A
2019,1,3,21,0,0,0,0,0,0,0,7,10.8,130.85,0,0.1,0.5,3.1,111,99.46000000000001,10.9,980,0.0000,0.0000,N/A
2019,1,3,21,30,0,0,0,0,0,0,7,10.700000000000001,137.07,0,0.1,0.6000000000000001,3.1,103,100,10.700000000000001,979,0.0000,0.0000,N/A
2019,1,3,22,0,0,0,0,0,0,0,7,10.4,143.27,0,0.1,0.6000000000000001,3.1,95,100,10.4,979,0.0000,0.0000,N/A
2019,1,3,22,30,0,0,0,0,0,0,7,10.3,149.4,0,0.1,0.4,3.2,87,100,10.3,979,0.0000,0.0000,N/A
2019,1,3,23,0,0,0,0,0,0,0,7,10.100000000000001,155.36,0,0.1,0.30000000000000004,3.2,78,100,10.100000000000001,979,0.0000,0.0000,N/A
2019,1,3,23,30,0,0,0,0,0,0,6,10.200000000000001,160.97,0,0.1,0.30000000000000004,3.2,77,100,10.200000000000001,979,0.0000,0.0000,N/A
2019,1,4,0,0,0,0,0,0,0,0,6,10.3,165.76,0,0.1,0.30000000000000004,3.3000000000000003,76,100,10.3,978,0.0000,0.0000,N/A
2019,1,4,0,30,0,0,0,0,0,0,6,10.4,168.62,0,0.1,0.30000000000000004,3.3000000000000003,80,100,10.4,978,0.0000,0.0000,N/A
2019,1,4,1,0,0,0,0,0,0,0,6,10.5,168.04,0,0.1,0.30000000000000004,3.3000000000000003,84,100,10.5,978,0.0000,0.0000,N/A
2019,1,4,1,30,0,0,0,0,0,0,6,10.700000000000001,164.41,0,0.1,0.4,3.4000000000000004,87,100,10.700000000000001,978,0.0000,0.0000,N/A
2019,1,4,2,0,0,0,0,0,0,0,6,10.9,159.29,0,0.1,0.4,3.4000000000000004,90,100,10.9,978,0.0000,0.0000,N/A
2019,1,4,2,30,0,0,0,0,0,0,6,11,153.53,0,0.1,0.4,3.4000000000000004,92,100,11,978,0.0000,0.0000,N/A
2019,1,4,3,0,0,0,0,0,0,0,6,11.100000000000001,147.5,0,0.1,0.5,3.5,94,100,11.100000000000001,977,0.0000,0.0000,N/A
2019,1,4,3,30,0,0,0,0,0,0,6,11.100000000000001,141.34,0,0.1,0.6000000000000001,3.6,91,100,11.100000000000001,976,0.0000,0.0000,N/A
2019,1,4,4,0,0,0,0,0,0,0,6,11.200000000000001,135.13,0,0.1,0.7000000000000001,3.7,88,100,11.200000000000001,976,0.0000,0.0000,N/A
2019,1,4,4,30,0,0,0,0,0,0,6,11.100000000000001,128.91,0,0.1,0.6000000000000001,3.8000000000000003,84,100,11.100000000000001,975,0.0000,0.0000,N/A
2019,1,4,5,0,0,0,0,0,0,0,6,11.100000000000001,122.71000000000001,0,0.1,0.6000000000000001,3.8000000000000003,81,100,11.100000000000001,975,0.0000,0.0000,N/A
2019,1,4,5,30,0,0,0,0,0,0,9,11.100000000000001,116.56,0,0.1,0.6000000000000001,3.8000000000000003,89,100,11.100000000000001,975,0.0000,0.0000,N/A
2019,1,4,6,0,0,0,0,0,0,0,9,11.100000000000001,110.48,0,0.1,0.6000000000000001,3.8000000000000003,96,100,11.100000000000001,975,0.0000,0.0000,N/A
2019,1,4,6,30,0,0,0,0,0,0,6,11.200000000000001,104.5,0,0.1,0.7000000000000001,3.8000000000000003,97,100,11.200000000000001,974,0.0000,0.0000,N/A
2019,1,4,7,0,0,0,0,0,0,0,6,11.4,98.64,0,0.1,0.8,3.8000000000000003,98,100,11.4,974,0.0000,0.0000,N/A
2019,1,4,7,30,0,0,0,0,0,0,6,11.700000000000001,92.94,0,0.1,0.8,3.8000000000000003,103,99.7,11.700000000000001,974,0.0000,0.0000,N/A
2019,1,4,8,0,6,18,7,20,214,30,6,12,87.19,86,0.1,0.8,3.8000000000000003,107,100,12,974,0.0000,0.0000,N/A
2019,1,4,8,30,12,0,12,37,465,101,6,12.3,82.04,100,0.1,0.7000000000000001,3.8000000000000003,117,98.23,12.600000000000001,973,0.0000,0.0000,N/A
2019,1,4,9,0,18,0,18,47,613,184,9,13.200000000000001,77.08,71,0.1,0.7000000000000001,3.8000000000000003,128,100,13.200000000000001,973,0.8660,0.6630,N/A
2019,1,4,9,30,46,0,46,56,698,266,6,13.5,72.45,0,0.1,0.7000000000000001,3.6,139,96.8,14,973,2.3025,1.7770,N/A
2019,1,4,10,0,48,0,48,63,752,342,6,14.8,68.24,0,0.1,0.7000000000000001,3.5,149,100,14.8,973,2.4953,1.9363,N/A
2019,1,4,10,30,54,0,54,66,804,412,6,15.100000000000001,64.53,0,0.1,0.8,3.2,152,96.05,15.700000000000001,972,2.8902,2.2505,N/A
2019,1,4,11,0,67,0,67,67,846,472,6,16.7,61.42,0,0.1,0.9,3,156,100,16.7,971,3.6621,2.8578,N/A
2019,1,4,11,30,82,0,82,66,879,519,6,16.900000000000002,59.01,0,0.1,0.9,2.7,161,97.23,17.3,970,4.5465,3.5528,N/A
