,Year,Month,Day,Hour,Minute,GHI,Predictions,Clearsky GHI,Date
0,2019,1,1,0,0,0,4.492265049,0,1/1/19 0:00
1,2019,1,1,0,30,0,6.808078049,0,1/1/19 0:30
2,2019,1,1,1,0,0,7.993298933,0,1/1/19 1:00
3,2019,1,1,1,30,0,9.904110677,0,1/1/19 1:30
4,2019,1,1,2,0,0,11.0593658,0,1/1/19 2:00
5,2019,1,1,2,30,0,12.04882546,0,1/1/19 2:30
6,2019,1,1,3,0,0,12.61871078,0,1/1/19 3:00
7,2019,1,1,3,30,0,13.00085389,0,1/1/19 3:30
8,2019,1,1,4,0,0,13.21257476,0,1/1/19 4:00
9,2019,1,1,4,30,0,13.33939344,0,1/1/19 4:30
10,2019,1,1,5,0,0,13.40831059,0,1/1/19 5:00
11,2019,1,1,5,30,0,13.44738139,0,1/1/19 5:30
12,2019,1,1,6,0,0,13.46839822,0,1/1/19 6:00
13,2019,1,1,6,30,0,13.47996807,0,1/1/19 6:30
14,2019,1,1,7,0,0,13.48614997,0,1/1/19 7:00
15,2019,1,1,7,30,0,13.48949457,0,1/1/19 7:30
16,2019,1,1,8,0,17,35.67246759,31,1/1/19 8:00
17,2019,1,1,8,30,56,81.30434781,101,1/1/19 8:30
18,2019,1,1,9,0,106,136.6244741,183,1/1/19 9:00
19,2019,1,1,9,30,153,185.5933378,263,1/1/19 9:30
20,2019,1,1,10,0,114,122.139287,335,1/1/19 10:00
21,2019,1,1,10,30,28,21.54624089,402,1/1/19 10:30
22,2019,1,1,11,0,20,25.64059495,458,1/1/19 11:00
23,2019,1,1,11,30,28,28.87678208,501,1/1/19 11:30
24,2019,1,1,12,0,37,43.8504298,529,1/1/19 12:00
25,2019,1,1,12,30,53,64.73960293,541,1/1/19 12:30
26,2019,1,1,13,0,39,44.481841,538,1/1/19 13:00
27,2019,1,1,13,30,40,52.3588826,520,1/1/19 13:30
28,2019,1,1,14,0,79,100.0829772,486,1/1/19 14:00
29,2019,1,1,14,30,135,162.6185012,439,1/1/19 14:30
30,2019,1,1,15,0,64,57.17372877,379,1/1/19 15:00
31,2019,1,1,15,30,69,88.87826689,310,1/1/19 15:30
32,2019,1,1,16,0,33,25.0372562,234,1/1/19 16:00
33,2019,1,1,16,30,11,13.66389532,154,1/1/19 16:30
34,2019,1,1,17,0,11,13.7251483,77,1/1/19 17:00
35,2019,1,1,17,30,11,16.15031674,16,1/1/19 17:30
36,2019,1,1,18,0,0,4.366318725,0,1/1/19 18:00
37,2019,1,1,18,30,0,9.648514726,0,1/1/19 18:30
38,2019,1,1,19,0,0,9.531136171,0,1/1/19 19:00
39,2019,1,1,19,30,0,11.47874697,0,1/1/19 19:30
40,2019,1,1,20,0,0,12.07151379,0,1/1/19 20:00
41,2019,1,1,20,30,0,12.73867692,0,1/1/19 20:30
42,2019,1,1,21,0,0,13.02810937,0,1/1/19 21:00
43,2019,1,1,21,30,0,13.24383632,0,1/1/19 21:30
44,2019,1,1,22,0,0,13.34915634,0,1/1/19 22:00
45,2019,1,1,22,30,0,13.41599081,0,1/1/19 22:30
46,2019,1,1,23,0,0,13.45019337,0,1/1/19 23:00
47,2019,1,1,23,30,0,13.47025328,0,1/1/19 23:30
48,2019,1,2,0,0,0,13.48072039,0,1/2/19 0:00
49,2019,1,2,0,30,0,13.48659967,0,1/2/19 0:30
50,2019,1,2,1,0,0,13.48969031,0,1/2/19 1:00
51,2019,1,2,1,30,0,13.4913825,0,1/2/19 1:30
52,2019,1,2,2,0,0,13.49227382,0,1/2/19 2:00
53,2019,1,2,2,30,0,13.4927541,0,1/2/19 2:30
54,2019,1,2,3,0,0,13.49300695,0,1/2/19 3:00
55,2019,1,2,3,30,0,13.49314178,0,1/2/19 3:30
56,2019,1,2,4,0,0,13.49321266,0,1/2/19 4:00
57,2019,1,2,4,30,0,13.49325018,0,1/2/19 4:30
58,2019,1,2,5,0,0,13.49326987,0,1/2/19 5:00
59,2019,1,2,5,30,0,13.49328024,0,1/2/19 5:30
60,2019,1,2,6,0,0,13.49328568,0,1/2/19 6:00
61,2019,1,2,6,30,0,13.49328853,0,1/2/19 6:30
62,2019,1,2,7,0,0,13.49329002,0,1/2/19 7:00
63,2019,1,2,7,30,0,13.4932908,0,1/2/19 7:30
64,2019,1,2,8,0,5,20.01717211,30,1/2/19 8:00
65,2019,1,2,8,30,7,21.08103587,99,1/2/19 8:30
66,2019,1,2,9,0,24,43.27253987,180,1/2/19 9:00
67,2019,1,2,9,30,49,70.35804984,262,1/2/19 9:30
68,2019,1,2,10,0,48,63.19402314,338,1/2/19 10:00
69,2019,1,2,10,30,30,41.15611674,406,1/2/19 10:30
70,2019,1,2,11,0,37,52.75515739,462,1/2/19 11:00
71,2019,1,2,11,30,42,53.98447287,505,1/2/19 11:30
72,2019,1,2,12,0,83,107.5789194,534,1/2/19 12:00
73,2019,1,2,12,30,108,127.1152185,546,1/2/19 12:30
74,2019,1,2,13,0,91,102.0133335,543,1/2/19 13:00
75,2019,1,2,13,30,96,112.3120929,526,1/2/19 13:30
76,2019,1,2,14,0,62,60.98125674,494,1/2/19 14:00
77,2019,1,2,14,30,59,68.14256559,449,1/2/19 14:30
78,2019,1,2,15,0,39,36.89628381,390,1/2/19 15:00
79,2019,1,2,15,30,29,32.98919013,320,1/2/19 15:30
80,2019,1,2,16,0,21,23.32724327,242,1/2/19 16:00
81,2019,1,2,16,30,10,13.41132547,161,1/2/19 16:30
82,2019,1,2,17,0,8,14.86033145,82,1/2/19 17:00
83,2019,1,2,17,30,3,9.627078786,20,1/2/19 17:30
84,2019,1,2,18,0,0,9.03619905,0,1/2/19 18:00
85,2019,1,2,18,30,0,10.43512203,0,1/2/19 18:30
86,2019,1,2,19,0,0,11.38426783,0,1/2/19 19:00
87,2019,1,2,19,30,0,12.22063491,0,1/2/19 19:30
88,2019,1,2,20,0,0,12.72050286,0,1/2/19 20:00
89,2019,1,2,20,30,0,13.05053886,0,1/2/19 20:30
90,2019,1,2,21,0,0,13.23915827,0,1/2/19 21:00
91,2019,1,2,21,30,0,13.3517884,0,1/2/19 21:30
92,2019,1,2,22,0,0,13.41454513,0,1/2/19 22:00
93,2019,1,2,22,30,0,13.45023211,0,1/2/19 22:30
94,2019,1,2,23,0,0,13.46978351,0,1/2/19 23:00
95,2019,1,2,23,30,0,13.48059625,0,1/2/19 23:30
96,2019,1,3,0,0,0,13.48644873,0,1/3/19 0:00
97,2019,1,3,0,30,0,13.48962933,0,1/3/19 0:30
98,2019,1,3,1,0,0,13.49133532,0,1/3/19 1:00
99,2019,1,3,1,30,0,13.49225166,0,1/3/19 1:30
100,2019,1,3,2,0,0,13.49273976,0,1/3/19 2:00
101,2019,1,3,2,30,0,13.49299978,0,1/3/19 2:30
102,2019,1,3,3,0,0,13.49313753,0,1/3/19 3:00
103,2019,1,3,3,30,0,13.49321047,0,1/3/19 3:30
104,2019,1,3,4,0,0,13.49324895,0,1/3/19 4:00
105,2019,1,3,4,30,0,13.49326923,0,1/3/19 4:30
106,2019,1,3,5,0,0,13.49327989,0,1/3/19 5:00
107,2019,1,3,5,30,0,13.49328549,0,1/3/19 5:30
108,2019,1,3,6,0,0,13.49328843,0,1/3/19 6:00
109,2019,1,3,6,30,0,13.49328996,0,1/3/19 6:30
110,2019,1,3,7,0,0,13.49329077,0,1/3/19 7:00
111,2019,1,3,7,30,0,13.49329119,0,1/3/19 7:30
112,2019,1,3,8,0,7,22.62672468,31,1/3/19 8:00
113,2019,1,3,8,30,14,29.59619372,102,1/3/19 8:30
114,2019,1,3,9,0,19,34.83612841,186,1/3/19 9:00
115,2019,1,3,9,30,27,43.86668623,269,1/3/19 9:30
116,2019,1,3,10,0,38,55.5543274,346,1/3/19 10:00
117,2019,1,3,10,30,51,69.26175472,415,1/3/19 10:30
118,2019,1,3,11,0,90,116.2712853,471,1/3/19 11:00
119,2019,1,3,11,30,127,152.5234366,515,1/3/19 11:30
120,2019,1,3,12,0,160,187.0781001,545,1/3/19 12:00
121,2019,1,3,12,30,188,213.1690332,560,1/3/19 12:30
122,2019,1,3,13,0,110,101.7715492,558,1/3/19 13:00
123,2019,1,3,13,30,141,164.171415,542,1/3/19 13:30
124,2019,1,3,14,0,103,89.79894041,510,1/3/19 14:00
125,2019,1,3,14,30,86,88.98900494,464,1/3/19 14:30
126,2019,1,3,15,0,45,31.43239676,404,1/3/19 15:00
127,2019,1,3,15,30,43,44.73698329,333,1/3/19 15:30
128,2019,1,3,16,0,41,38.92620469,254,1/3/19 16:00
129,2019,1,3,16,30,37,40.12092469,170,1/3/19 16:30
130,2019,1,3,17,0,24,25.69805111,88,1/3/19 17:00
131,2019,1,3,17,30,8,10.69759364,22,1/3/19 17:30
132,2019,1,3,18,0,0,4.941000173,0,1/3/19 18:00
133,2019,1,3,18,30,0,7.622315956,0,1/3/19 18:30
134,2019,1,3,19,0,0,8.981834337,0,1/3/19 19:00
135,2019,1,3,19,30,0,10.77879575,0,1/3/19 19:30
136,2019,1,3,20,0,0,11.77763545,0,1/3/19 20:00
137,2019,1,3,20,30,0,12.51080329,0,1/3/19 20:30
138,2019,1,3,21,0,0,12.91825709,0,1/3/19 21:00
139,2019,1,3,21,30,0,13.17287038,0,1/3/19 21:30
140,2019,1,3,22,0,0,13.31303365,0,1/3/19 22:00
141,2019,1,3,22,30,0,13.39460644,0,1/3/19 22:30
142,2019,1,3,23,0,0,13.43906053,0,1/3/19 23:00
143,2019,1,3,23,30,0,13.46396681,0,1/3/19 23:30
144,2019,1,4,0,0,0,13.47741858,0,1/4/19 0:00
145,2019,1,4,0,30,0,13.48478605,0,1/4/19 0:30
146,2019,1,4,1,0,0,13.48873523,0,1/4/19 1:00
147,2019,1,4,1,30,0,13.49086681,0,1/4/19 1:30
148,2019,1,4,2,0,0,13.4920023,0,1/4/19 2:00
149,2019,1,4,2,30,0,13.49260912,0,1/4/19 2:30
150,2019,1,4,3,0,0,13.49293072,0,1/4/19 3:00
151,2019,1,4,3,30,0,13.49310139,0,1/4/19 3:30
152,2019,1,4,4,0,0,13.49319146,0,1/4/19 4:00
153,2019,1,4,4,30,0,13.49323901,0,1/4/19 4:30
154,2019,1,4,5,0,0,13.49326402,0,1/4/19 5:00
155,2019,1,4,5,30,0,13.49327717,0,1/4/19 5:30
156,2019,1,4,6,0,0,13.49328407,0,1/4/19 6:00
157,2019,1,4,6,30,0,13.49328768,0,1/4/19 6:30
158,2019,1,4,7,0,0,13.49328958,0,1/4/19 7:00
159,2019,1,4,7,30,0,13.49329057,0,1/4/19 7:30
160,2019,1,4,8,0,8,23.93150053,30,1/4/19 8:00
161,2019,1,4,8,30,16,31.89660815,101,1/4/19 8:30
162,2019,1,4,9,0,25,42.17222675,185,1/4/19 9:00
163,2019,1,4,9,30,37,55.20505787,271,1/4/19 9:30
164,2019,1,4,10,0,97,129.9758513,353,1/4/19 10:00
165,2019,1,4,10,30,115,135.0911595,428,1/4/19 10:30
166,2019,1,4,11,0,178,217.5128456,493,1/4/19 11:00
167,2019,1,4,11,30,311,366.826509,544,1/4/19 11:30
168,2019,1,4,12,0,312,331.6801574,580,1/4/19 12:00
169,2019,1,4,12,30,349,387.0104258,597,1/4/19 12:30
170,2019,1,4,13,0,346,355.3712429,597,1/4/19 13:00
171,2019,1,4,13,30,363,378.2319046,579,1/4/19 13:30
172,2019,1,4,14,0,416,431.6771641,546,1/4/19 14:00
173,2019,1,4,14,30,456,466.7771478,498,1/4/19 14:30
174,2019,1,4,15,0,392,372.3789897,436,1/4/19 15:00
175,2019,1,4,15,30,288,254.300313,364,1/4/19 15:30
176,2019,1,4,16,0,194,149.2477486,281,1/4/19 16:00
177,2019,1,4,16,30,192,166.3437358,192,1/4/19 16:30
178,2019,1,4,17,0,103,48.15348656,103,1/4/19 17:00
179,2019,1,4,17,30,27,0,27,1/4/19 17:30
180,2019,1,4,18,0,0,0,0,1/4/19 18:00
181,2019,1,4,18,30,0,0,0,1/4/19 18:30
182,2019,1,4,19,0,0,0,0,1/4/19 19:00
183,2019,1,4,19,30,0,0.229737696,0,1/4/19 19:30
184,2019,1,4,20,0,0,5.267179043,0,1/4/19 20:00
185,2019,1,4,20,30,0,8.771939942,0,1/4/19 20:30
186,2019,1,4,21,0,0,10.75482054,0,1/4/19 21:00
187,2019,1,4,21,30,0,11.96621055,0,1/4/19 21:30
188,2019,1,4,22,0,0,12.63843537,0,1/4/19 22:00
189,2019,1,4,22,30,0,13.02524096,0,1/4/19 22:30
190,2019,1,4,23,0,0,13.23683154,0,1/4/19 23:00
191,2019,1,4,23,30,0,13.35463915,0,1/4/19 23:30
192,2019,1,5,0,0,0,13.41837918,0,1/5/19 0:00
193,2019,1,5,0,30,0,13.45316125,0,1/5/19 0:30
194,2019,1,5,1,0,0,13.47182003,0,1/5/19 1:00
195,2019,1,5,1,30,0,13.48186842,0,1/5/19 1:30
196,2019,1,5,2,0,0,13.48722268,0,1/5/19 2:00
197,2019,1,5,2,30,0,13.49007994,0,1/5/19 2:30
198,2019,1,5,3,0,0,13.49159429,0,1/5/19 3:00
199,2019,1,5,3,30,0,13.49239712,0,1/5/19 3:30
200,2019,1,5,4,0,0,13.4928208,0,1/5/19 4:00
201,2019,1,5,4,30,0,13.49304432,0,1/5/19 4:30
202,2019,1,5,5,0,0,13.49316187,0,1/5/19 5:00
203,2019,1,5,5,30,0,13.49322366,0,1/5/19 5:30
204,2019,1,5,6,0,0,13.49325606,0,1/5/19 6:00
205,2019,1,5,6,30,0,13.49327304,0,1/5/19 6:30
206,2019,1,5,7,0,0,13.49328193,0,1/5/19 7:00
207,2019,1,5,7,30,0,13.49328658,0,1/5/19 7:30
208,2019,1,5,8,0,27,48.72224589,31,1/5/19 8:00
209,2019,1,5,8,30,105,142.1480697,107,1/5/19 8:30
210,2019,1,5,9,0,198,242.7738651,198,1/5/19 9:00
211,2019,1,5,9,30,290,341.0074514,290,1/5/19 9:30
212,2019,1,5,10,0,375,426.5942411,375,1/5/19 10:00
213,2019,1,5,10,30,448,495.4307545,448,1/5/19 10:30
214,2019,1,5,11,0,510,550.520777,510,1/5/19 11:00
215,2019,1,5,11,30,556,585.9025689,556,1/5/19 11:30
216,2019,1,5,12,0,588,607.0471266,588,1/5/19 12:00
217,2019,1,5,12,30,604,610.6566015,604,1/5/19 12:30
218,2019,1,5,13,0,604,598.6097432,604,1/5/19 13:00
219,2019,1,5,13,30,589,572.0410532,589,1/5/19 13:30
220,2019,1,5,14,0,556,527.255064,556,1/5/19 14:00
221,2019,1,5,14,30,508,469.313277,508,1/5/19 14:30
222,2019,1,5,15,0,446,398.2656134,446,1/5/19 15:00
223,2019,1,5,15,30,372,317.1496102,372,1/5/19 15:30
224,2019,1,5,16,0,288,227.808311,288,1/5/19 16:00
225,2019,1,5,16,30,198,135.0699493,198,1/5/19 16:30
226,2019,1,5,17,0,107,44.18089831,107,1/5/19 17:00
227,2019,1,5,17,30,29,0,29,1/5/19 17:30
228,2019,1,5,18,0,0,0,0,1/5/19 18:00
229,2019,1,5,18,30,0,0,0,1/5/19 18:30
230,2019,1,5,19,0,0,0,0,1/5/19 19:00
231,2019,1,5,19,30,0,0,0,1/5/19 19:30
232,2019,1,5,20,0,0,3.87299708,0,1/5/19 20:00
233,2019,1,5,20,30,0,7.945670067,0,1/5/19 20:30
234,2019,1,5,21,0,0,10.30431612,0,1/5/19 21:00
235,2019,1,5,21,30,0,11.71124096,0,1/5/19 21:30
236,2019,1,5,22,0,0,12.50057088,0,1/5/19 22:00
237,2019,1,5,22,30,0,12.94926876,0,1/5/19 22:30
238,2019,1,5,23,0,0,13.19605617,0,1/5/19 23:00
239,2019,1,5,23,30,0,13.33254322,0,1/5/19 23:30
240,2019,1,6,0,0,0,13.40659443,0,1/6/19 0:00
241,2019,1,6,0,30,0,13.44684635,0,1/6/19 0:30
242,2019,1,6,1,0,0,13.46846962,0,1/6/19 1:00
243,2019,1,6,1,30,0,13.48008712,0,1/6/19 1:30
244,2019,1,6,2,0,0,13.48628167,0,1/6/19 2:00
245,2019,1,6,2,30,0,13.48958248,0,1/6/19 2:30
246,2019,1,6,3,0,0,13.49133243,0,1/6/19 3:00
247,2019,1,6,3,30,0,13.49225928,0,1/6/19 3:30
248,2019,1,6,4,0,0,13.49274846,0,1/6/19 4:00
249,2019,1,6,4,30,0,13.49300636,0,1/6/19 4:30
250,2019,1,6,5,0,0,13.493142,0,1/6/19 5:00
251,2019,1,6,5,30,0,13.49321326,0,1/6/19 5:30
252,2019,1,6,6,0,0,13.49325063,0,1/6/19 6:00
253,2019,1,6,6,30,0,13.49327021,0,1/6/19 6:30
254,2019,1,6,7,0,0,13.49328045,0,1/6/19 7:00
255,2019,1,6,7,30,0,13.4932858,0,1/6/19 7:30
256,2019,1,6,8,0,32,55.24612639,36,1/6/19 8:00
257,2019,1,6,8,30,113,151.0405901,117,1/6/19 8:30
258,2019,1,6,9,0,208,253.977109,208,1/6/19 9:00
259,2019,1,6,9,30,299,350.1348079,299,1/6/19 9:30
260,2019,1,6,10,0,382,433.2986263,382,1/6/19 10:00
261,2019,1,6,10,30,456,503.5072393,456,1/6/19 10:30
262,2019,1,6,11,0,517,556.6467555,517,1/6/19 11:00
263,2019,1,6,11,30,563,592.5196251,563,1/6/19 11:30
264,2019,1,6,12,0,594,612.100579,594,1/6/19 12:00
265,2019,1,6,12,30,609,614.8359459,609,1/6/19 12:30
266,2019,1,6,13,0,609,602.953509,609,1/6/19 13:00
267,2019,1,6,13,30,590,571.1800305,590,1/6/19 13:30
268,2019,1,6,14,0,557,527.752539,557,1/6/19 14:00
269,2019,1,6,14,30,509,469.3650846,509,1/6/19 14:30
270,2019,1,6,15,0,446,397.4879972,446,1/6/19 15:00
271,2019,1,6,15,30,373,318.0576241,373,1/6/19 15:30
272,2019,1,6,16,0,290,229.7481232,290,1/6/19 16:00
273,2019,1,6,16,30,199,135.6860916,199,1/6/19 16:30
274,2019,1,6,17,0,109,46.4945896,109,1/6/19 17:00
275,2019,1,6,17,30,30,0,30,1/6/19 17:30
276,2019,1,6,18,0,0,0,0,1/6/19 18:00
277,2019,1,6,18,30,0,0,0,1/6/19 18:30
278,2019,1,6,19,0,0,0,0,1/6/19 19:00
279,2019,1,6,19,30,0,0,0,1/6/19 19:30
280,2019,1,6,20,0,0,3.782863296,0,1/6/19 20:00
281,2019,1,6,20,30,0,7.893556652,0,1/6/19 20:30
282,2019,1,6,21,0,0,10.27267145,0,1/6/19 21:00
283,2019,1,6,21,30,0,11.69348859,0,1/6/19 21:30
284,2019,1,6,22,0,0,12.49038562,0,1/6/19 22:00
285,2019,1,6,22,30,0,12.94366369,0,1/6/19 22:30
286,2019,1,6,23,0,0,13.19293962,0,1/6/19 23:00
287,2019,1,6,23,30,0,13.33085105,0,1/6/19 23:30
288,2019,1,7,0,0,0,13.40567155,0,1/7/19 0:00
289,2019,1,7,0,30,0,13.4463502,0,1/7/19 0:30
290,2019,1,7,1,0,0,13.46820247,0,1/7/19 1:00
291,2019,1,7,1,30,0,13.47994457,0,1/7/19 1:30
292,2019,1,7,2,0,0,13.4862056,0,1/7/19 2:00
293,2019,1,7,2,30,0,13.48954213,0,1/7/19 2:30
294,2019,1,7,3,0,0,13.49131104,0,1/7/19 3:00
295,2019,1,7,3,30,0,13.49224798,0,1/7/19 3:30
296,2019,1,7,4,0,0,13.49274249,0,1/7/19 4:00
297,2019,1,7,4,30,0,13.49300323,0,1/7/19 4:30
298,2019,1,7,5,0,0,13.49314035,0,1/7/19 5:00
299,2019,1,7,5,30,0,13.49321239,0,1/7/19 5:30
300,2019,1,7,6,0,0,13.49325017,0,1/7/19 6:00
301,2019,1,7,6,30,0,13.49326997,0,1/7/19 6:30
302,2019,1,7,7,0,0,13.49328033,0,1/7/19 7:00
303,2019,1,7,7,30,0,13.49328574,0,1/7/19 7:30
304,2019,1,7,8,0,28,50.02702163,36,1/7/19 8:00
305,2019,1,7,8,30,106,143.1437079,115,1/7/19 8:30
306,2019,1,7,9,0,169,204.7519348,207,1/7/19 9:00
307,2019,1,7,9,30,297,359.1255993,297,1/7/19 9:30
308,2019,1,7,10,0,380,427.1911715,380,1/7/19 10:00
309,2019,1,7,10,30,454,505.6205338,454,1/7/19 10:30
310,2019,1,7,11,0,515,555.3531045,515,1/7/19 11:00
311,2019,1,7,11,30,561,592.0446975,561,1/7/19 11:30
312,2019,1,7,12,0,577,591.1707455,592,1/7/19 12:00
313,2019,1,7,12,30,608,619.3732479,608,1/7/19 12:30
314,2019,1,7,13,0,605,596.4955611,608,1/7/19 13:00
315,2019,1,7,13,30,545,515.6904469,591,1/7/19 13:30
316,2019,1,7,14,0,474,433.3783681,558,1/7/19 14:00
317,2019,1,7,14,30,487,461.8249957,510,1/7/19 14:30
318,2019,1,7,15,0,379,311.564567,448,1/7/19 15:00
319,2019,1,7,15,30,319,275.241955,375,1/7/19 15:30
320,2019,1,7,16,0,269,215.6676993,292,1/7/19 16:00
321,2019,1,7,16,30,177,117.6897388,202,1/7/19 16:30
322,2019,1,7,17,0,103,51.69220934,111,1/7/19 17:00
323,2019,1,7,17,30,27,0,31,1/7/19 17:30
324,2019,1,7,18,0,0,0,0,1/7/19 18:00
325,2019,1,7,18,30,0,0,0,1/7/19 18:30
326,2019,1,7,19,0,0,0,0,1/7/19 19:00
327,2019,1,7,19,30,0,0,0,1/7/19 19:30
328,2019,1,7,20,0,0,4.737171444,0,1/7/19 20:00
329,2019,1,7,20,30,0,8.411770879,0,1/7/19 20:30
330,2019,1,7,21,0,0,10.5819479,0,1/7/19 21:00
331,2019,1,7,21,30,0,11.86104747,0,1/7/19 21:30
332,2019,1,7,22,0,0,12.58556112,0,1/7/19 22:00
333,2019,1,7,22,30,0,12.9949454,0,1/7/19 22:30
334,2019,1,7,23,0,0,13.22125363,0,1/7/19 23:00
335,2019,1,7,23,30,0,13.3460168,0,1/7/19 23:30
336,2019,1,8,0,0,0,13.41389834,0,1/8/19 0:00
337,2019,1,8,0,30,0,13.45073262,0,1/8/19 0:30
338,2019,1,8,1,0,0,13.47055212,0,1/8/19 1:00
339,2019,1,8,1,30,0,13.48119027,0,1/8/19 1:30
340,2019,1,8,2,0,0,13.4868681,0,1/8/19 2:00
341,2019,1,8,2,30,0,13.48989194,0,1/8/19 2:30
342,2019,1,8,3,0,0,13.49149599,0,1/8/19 3:00
343,2019,1,8,3,30,0,13.49234531,0,1/8/19 3:30
344,2019,1,8,4,0,0,13.49279373,0,1/8/19 4:00
345,2019,1,8,4,30,0,13.49303011,0,1/8/19 4:30
346,2019,1,8,5,0,0,13.49315446,0,1/8/19 5:00
347,2019,1,8,5,30,0,13.49321978,0,1/8/19 5:30
348,2019,1,8,6,0,0,13.49325404,0,1/8/19 6:00
349,2019,1,8,6,30,0,13.49327199,0,1/8/19 6:30
350,2019,1,8,7,0,0,13.49328138,0,1/8/19 7:00
351,2019,1,8,7,30,0,13.49328629,0,1/8/19 7:30
352,2019,1,8,8,0,32,55.24612664,33,1/8/19 8:00
353,2019,1,8,8,30,94,126.2498428,108,1/8/19 8:30
354,2019,1,8,9,0,144,176.345051,195,1/8/19 9:00
355,2019,1,8,9,30,179,210.9578626,282,1/8/19 9:30
356,2019,1,8,10,0,290,344.3238179,363,1/8/19 10:00
357,2019,1,8,10,30,283,298.1322307,435,1/8/19 10:30
358,2019,1,8,11,0,172,162.5329479,494,1/8/19 11:00
359,2019,1,8,11,30,180,191.3206781,540,1/8/19 11:30
360,2019,1,8,12,0,282,304.7200099,572,1/8/19 12:00
361,2019,1,8,12,30,336,351.056558,585,1/8/19 12:30
362,2019,1,8,13,0,125,70.21754369,581,1/8/19 13:00
363,2019,1,8,13,30,215,251.0248129,565,1/8/19 13:30
364,2019,1,8,14,0,222,199.2101925,534,1/8/19 14:00
365,2019,1,8,14,30,256,271.485572,489,1/8/19 14:30
366,2019,1,8,15,0,222,207.3468835,431,1/8/19 15:00
367,2019,1,8,15,30,108,77.57046444,360,1/8/19 15:30
368,2019,1,8,16,0,105,99.2065222,279,1/8/19 16:00
369,2019,1,8,16,30,169,173.0596056,192,1/8/19 16:30
370,2019,1,8,17,0,105,80.2384429,105,1/8/19 17:00
371,2019,1,8,17,30,31,13.95055474,31,1/8/19 17:30
372,2019,1,8,18,0,0,0,0,1/8/19 18:00
373,2019,1,8,18,30,0,0,0,1/8/19 18:30
374,2019,1,8,19,0,0,0,0,1/8/19 19:00
375,2019,1,8,19,30,0,3.732293281,0,1/8/19 19:30
376,2019,1,8,20,0,0,7.21954527,0,1/8/19 20:00
377,2019,1,8,20,30,0,9.884716172,0,1/8/19 20:30
378,2019,1,8,21,0,0,11.36469761,0,1/8/19 21:00
379,2019,1,8,21,30,0,12.30395508,0,1/8/19 21:30
380,2019,1,8,22,0,0,12.8213053,0,1/8/19 22:00
381,2019,1,8,22,30,0,13.12470896,0,1/8/19 22:30
382,2019,1,8,23,0,0,13.29019975,0,1/8/19 23:00
383,2019,1,8,23,30,0,13.38332113,0,1/8/19 23:30
384,2019,1,9,0,0,0,13.43366086,0,1/9/19 0:00
385,2019,1,9,0,30,0,13.46130523,0,1/9/19 0:30
386,2019,1,9,1,0,0,13.47613547,0,1/9/19 1:00
387,2019,1,9,1,30,0,13.48415413,0,1/9/19 1:30
388,2019,1,9,2,0,0,13.48842863,0,1/9/19 2:00
389,2019,1,9,2,30,0,13.49071575,0,1/9/19 2:30
390,2019,1,9,3,0,0,13.49192859,0,1/9/19 3:00
391,2019,1,9,3,30,0,13.49257275,0,1/9/19 3:30
392,2019,1,9,4,0,0,13.49291289,0,1/9/19 4:00
393,2019,1,9,4,30,0,13.49309257,0,1/9/19 4:30
394,2019,1,9,5,0,0,13.49318711,0,1/9/19 5:00
395,2019,1,9,5,30,0,13.49323685,0,1/9/19 5:30
396,2019,1,9,6,0,0,13.49326295,0,1/9/19 6:00
397,2019,1,9,6,30,0,13.49327664,0,1/9/19 6:30
398,2019,1,9,7,0,0,13.4932838,0,1/9/19 7:00
399,2019,1,9,7,30,0,13.49328755,0,1/9/19 7:30
400,2019,1,9,8,0,38,63.07478439,38,1/9/19 8:00
401,2019,1,9,8,30,123,162.2335258,123,1/9/19 8:30
402,2019,1,9,9,0,219,265.9925708,219,1/9/19 9:00
403,2019,1,9,9,30,313,365.6223442,313,1/9/19 9:30
404,2019,1,9,10,0,399,451.4076072,399,1/9/19 10:00
405,2019,1,9,10,30,476,524.61392,476,1/9/19 10:30
406,2019,1,9,11,0,539,579.2666553,539,1/9/19 11:00
407,2019,1,9,11,30,585,614.3918653,585,1/9/19 11:30
408,2019,1,9,12,0,617,634.9795131,617,1/9/19 12:00
409,2019,1,9,12,30,633,638.2660896,633,1/9/19 12:30
410,2019,1,9,13,0,633,625.9677002,633,1/9/19 13:00
411,2019,1,9,13,30,617,597.9516118,617,1/9/19 13:30
412,2019,1,9,14,0,584,553.3837685,584,1/9/19 14:00
413,2019,1,9,14,30,536,495.2655978,536,1/9/19 14:30
414,2019,1,9,15,0,473,422.9893665,473,1/9/19 15:00
415,2019,1,9,15,30,398,340.8725739,398,1/9/19 15:30
416,2019,1,9,16,0,312,249.1318558,312,1/9/19 16:00
417,2019,1,9,16,30,219,153.0849144,219,1/9/19 16:30
418,2019,1,9,17,0,124,57.77889173,124,1/9/19 17:00
419,2019,1,9,17,30,39,0,39,1/9/19 17:30
420,2019,1,9,18,0,0,0,0,1/9/19 18:00
421,2019,1,9,18,30,0,0,0,1/9/19 18:30
422,2019,1,9,19,0,0,0,0,1/9/19 19:00
423,2019,1,9,19,30,0,0,0,1/9/19 19:30
424,2019,1,9,20,0,0,2.725021942,0,1/9/19 20:00
425,2019,1,9,20,30,0,7.315109768,0,1/9/19 20:30
