Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,958708,-,-,-,32.25,-84.94,-6,77,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2019,1,1,0,0,0,0,0,0,0,0,3,19,170.05,0,0.1,0.4,4.3,201,99.49000000000001,19.1,1008,N/A
2019,1,1,0,30,0,0,0,0,0,0,3,19,166.12,0,0.1,0.30000000000000004,4.2,203,100,19,1009,N/A
2019,1,1,1,0,0,0,0,0,0,0,0,18.900000000000002,160.67000000000002,0,0.1,0.30000000000000004,4.1000000000000005,206,100,18.900000000000002,1009,N/A
2019,1,1,1,30,0,0,0,0,0,0,0,18.900000000000002,154.67000000000002,0,0.1,0.30000000000000004,4,208,100,18.900000000000002,1009,N/A
2019,1,1,2,0,0,0,0,0,0,0,3,18.900000000000002,148.45000000000002,0,0.1,0.30000000000000004,3.9000000000000004,210,99.78,18.900000000000002,1009,N/A
2019,1,1,2,30,0,0,0,0,0,0,0,18.8,142.15,0,0.1,0.30000000000000004,3.8000000000000003,212,100,18.8,1009,N/A
2019,1,1,3,0,0,0,0,0,0,0,3,18.7,135.81,0,0.1,0.30000000000000004,3.7,214,100,18.7,1009,N/A
2019,1,1,3,30,0,0,0,0,0,0,3,18.6,129.47,0,0.1,0.30000000000000004,3.6,219,100,18.6,1009,N/A
2019,1,1,4,0,0,0,0,0,0,0,3,18.6,123.17,0,0.1,0.30000000000000004,3.6,224,100,18.6,1009,N/A
2019,1,1,4,30,0,0,0,0,0,0,7,18.3,116.92,0,0.1,0.2,3.5,229,100,18.3,1009,N/A
2019,1,1,5,0,0,0,0,0,0,0,3,18.1,110.74000000000001,0,0.1,0.2,3.5,233,100,18.1,1009,N/A
2019,1,1,5,30,0,0,0,0,0,0,0,18,104.66,0,0.1,0.2,3.5,239,100,18,1010,N/A
2019,1,1,6,0,0,0,0,0,0,0,3,17.8,98.7,0,0.1,0.2,3.4000000000000004,244,100,17.8,1010,N/A
2019,1,1,6,30,0,0,0,0,0,0,7,17.900000000000002,92.89,0,0.1,0.2,3.4000000000000004,244,97.96000000000001,18.2,1010,N/A
2019,1,1,7,0,6,41,8,21,209,32,3,18.5,87.03,75,0.1,0.2,3.4000000000000004,244,99.78,18.5,1010,N/A
2019,1,1,7,30,21,93,34,39,451,104,3,18.5,81.76,82,0.1,0.30000000000000004,3.5,242,95.03,19.3,1011,N/A
2019,1,1,8,0,29,90,50,53,591,189,3,19.700000000000003,76.68,61,0.1,0.30000000000000004,3.5,239,98.02,20,1011,N/A
2019,1,1,8,30,111,225,181,66,656,270,7,19.700000000000003,71.92,0,0.1,0.30000000000000004,3.6,235,93.31,20.8,1011,N/A
2019,1,1,9,0,119,95,155,82,686,344,7,20.700000000000003,67.56,46,0.1,0.30000000000000004,3.7,232,94.56,21.6,1011,N/A
2019,1,1,9,30,108,1,108,88,732,412,7,20.700000000000003,63.71,61,0.1,0.4,3.8000000000000003,232,92.85000000000001,21.900000000000002,1011,N/A
2019,1,1,10,0,53,0,53,92,765,469,7,20.400000000000002,60.46,21,0.1,0.4,3.8000000000000003,231,89.81,22.200000000000003,1011,N/A
2019,1,1,10,30,126,8,130,95,786,513,7,20.400000000000002,57.910000000000004,0,0.1,0.4,3.9000000000000004,233,89.27,22.3,1011,N/A
2019,1,1,11,0,211,38,232,98,798,542,7,20.200000000000003,56.160000000000004,0,0.1,0.4,4,235,87.01,22.5,1010,N/A
2019,1,1,11,30,134,2,135,102,796,555,4,20.200000000000003,55.29,0,0.1,0.4,4,237,87.01,22.5,1010,N/A
2019,1,1,12,0,81,0,81,106,784,552,4,20.3,55.34,0,0.1,0.4,4.1000000000000005,239,86.88,22.6,1010,N/A
2019,1,1,12,30,92,0,92,108,768,534,4,20.3,56.31,0,0.1,0.4,4.1000000000000005,241,86.88,22.6,1010,N/A
