131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 00:00:00,0,0,0,0,0,0,3,18.5,166.3,0,0.11,0.1,4.1000000000000005,209,100.0,18.5,992
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 00:30:00,0,0,0,0,0,0,3,18.3,169.79,0,0.11,0.1,4.2,212,100.0,18.3,992
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 01:00:00,0,0,0,0,0,0,3,18.1,169.6,0,0.11,0.1,4.2,215,100.0,18.1,992
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 01:30:00,0,0,0,0,0,0,7,17.900000000000006,165.88,0,0.11,0.1,4.2,223,100.0,17.900000000000006,992
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 02:00:00,0,0,0,0,0,0,4,17.7,160.57,0,0.11,0.0,4.2,231,100.0,17.7,992
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 02:30:00,0,0,0,0,0,0,3,17.6,154.66,0,0.11,0.1,4.1000000000000005,250,100.0,17.6,992
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 03:00:00,0,0,0,0,0,0,3,17.400000000000002,148.5,0,0.11,0.1,4.0,269,100.0,17.400000000000002,993
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 03:30:00,0,0,0,0,0,0,3,17.1,142.24,0,0.11,0.1,3.9,288,100.0,17.1,993
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 04:00:00,0,0,0,0,0,0,3,16.8,135.95,0,0.11,0.1,3.8,308,100.0,16.8,993
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 04:30:00,0,0,0,0,0,0,3,16.5,129.65,0,0.11,0.1,3.7,321,100.0,16.5,993
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 05:00:00,0,0,0,0,0,0,8,16.3,123.38,0,0.11,0.1,3.6,334,100.0,16.3,993
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 05:30:00,0,0,0,0,0,0,7,15.9,117.16,0,0.11,0.0,3.5,342,100.0,15.9,993
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 06:00:00,0,0,0,0,0,0,7,15.5,111.01,0,0.11,0.0,3.5,349,100.0,15.5,993
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 06:30:00,0,0,0,0,0,0,7,15.3,104.96,0,0.11,0.1,3.4000000000000004,193,100.0,15.3,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 07:00:00,0,0,0,0,0,0,7,15.0,99.03,0,0.11,0.1,3.4000000000000004,36,100.0,15.0,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 07:30:00,0,0,0,0,0,0,7,15.2,93.25,0,0.11,0.1,3.4000000000000004,44,99.66,15.3,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 08:00:00,9,0,9,19,151,26,7,15.5,87.4,71,0.11,0.0,3.4000000000000004,52,100.0,15.5,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 08:30:00,24,0,24,42,393,96,7,15.7,82.17,100,0.11,0.1,3.5,158,94.5,16.6,995
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 09:00:00,68,10,70,59,535,178,4,17.6,77.12,71,0.11,0.1,3.6,263,99.96,17.6,995
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 09:30:00,60,5,62,73,612,258,7,17.6,72.39,14,0.11,0.1,3.7,259,94.48,18.5,995
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 10:00:00,22,0,22,87,653,331,7,18.1,68.06,0,0.11,0.1,3.7,255,91.67,19.5,996
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 10:30:00,35,0,35,95,702,400,7,18.1,64.23,0,0.11,0.1,3.8,259,91.58,19.5,995
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 11:00:00,43,0,43,99,736,456,6,17.400000000000002,61.0,0,0.11,0.1,3.8,264,87.0,19.6,995
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 11:30:00,63,0,63,103,758,500,6,17.400000000000002,58.46,0,0.11,0.1,3.9,271,87.0,19.6,995
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 12:00:00,75,0,75,106,771,529,6,17.2,56.71,0,0.11,0.1,3.9,278,86.47,19.5,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 12:30:00,101,1,102,111,769,543,7,17.2,55.84,0,0.11,0.1,4.0,284,87.01,19.4,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 13:00:00,67,0,67,116,756,540,7,17.1,55.87000000000001,0,0.11,0.1,4.0,290,86.93,19.3,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 13:30:00,93,0,93,118,738,522,4,17.1,56.81,0,0.11,0.1,4.0,296,88.56,19.0,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 14:00:00,144,2,145,120,708,489,4,16.900000000000002,58.61,0,0.11,0.1,4.0,302,88.83,18.8,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 14:30:00,121,3,122,117,677,443,4,16.900000000000002,61.2,0,0.11,0.1,4.1000000000000005,308,91.07,18.4,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 15:00:00,96,0,96,112,633,385,7,16.8,64.48,32,0.11,0.1,4.1000000000000005,314,92.14,18.1,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 15:30:00,71,0,71,103,583,318,3,16.8,68.34,11,0.11,0.1,4.1000000000000005,314,94.48,17.7,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 16:00:00,42,0,42,89,513,242,3,16.8,72.7,29,0.11,0.1,4.1000000000000005,313,96.81,17.3,994
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 16:30:00,11,0,11,71,417,162,4,16.8,77.46000000000002,100,0.11,0.1,4.0,296,100.0,16.8,995
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 17:00:00,9,22,12,48,277,84,3,16.3,82.53,93,0.11,0.1,4.0,279,100.0,16.3,995
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 17:30:00,3,7,3,18,82,21,7,16.0,87.76,71,0.11,0.1,4.0,286,100.0,16.0,995
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 18:00:00,0,0,0,0,0,0,7,15.6,93.64,0,0.11,0.1,3.9,292,100.0,15.6,995
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 18:30:00,0,0,0,0,0,0,7,15.6,99.43,0,0.11,0.1,3.9,292,100.0,15.6,995
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 19:00:00,0,0,0,0,0,0,7,15.1,105.37,0,0.1,0.0,3.8,328,100.0,15.1,996
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 19:30:00,0,0,0,0,0,0,7,14.8,111.43,0,0.1,0.0,3.8,330,100.0,14.8,996
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 20:00:00,0,0,0,0,0,0,7,14.6,117.58,0,0.1,0.0,3.7,332,100.0,14.6,996
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 20:30:00,0,0,0,0,0,0,3,14.3,123.81,0,0.1,0.1,3.7,328,100.0,14.3,996
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 21:00:00,0,0,0,0,0,0,3,14.1,130.08,0,0.1,0.1,3.6,324,100.0,14.1,996
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 21:30:00,0,0,0,0,0,0,7,13.9,136.38,0,0.1,0.2,3.6,325,100.0,13.9,996
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 22:00:00,0,0,0,0,0,0,7,13.7,142.67000000000004,0,0.1,0.30000000000000004,3.5,326,100.0,13.7,996
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 22:30:00,0,0,0,0,0,0,0,13.5,148.93,0,0.1,0.30000000000000004,3.5,325,100.0,13.5,996
131.0,954630.0,32.77,-85.1,-5.0,184.0,-5.0,2019-01-01 23:00:00,0,0,0,0,0,0,7,13.3,155.06,0,0.1,0.4,3.5,325,99.28,13.4,996
