Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,955488,-,-,-,32.53,-85.06,-6,152,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,Clearsky DHI,Clearsky GHI,Cloud Type,Solar Zenith Angle,Wind Speed,Temperature,
2019,1,1,0,0,0,0,0,3,169.81,0.1,18.6,N/A
2019,1,1,0,30,0,0,0,8,166.02,0.1,18.400000000000002,N/A
2019,1,1,1,0,0,0,0,4,160.65,0.1,18.2,N/A
2019,1,1,1,30,0,0,0,4,154.71,0.1,18.2,N/A
2019,1,1,2,0,0,0,0,4,148.53,0.1,18.2,N/A
2019,1,1,2,30,0,0,0,3,142.24,0.1,18.1,N/A
2019,1,1,3,0,0,0,0,3,135.93,0.1,18,N/A
2019,1,1,3,30,0,0,0,3,129.61,0.1,17.8,N/A
2019,1,1,4,0,0,0,0,8,123.33,0.1,17.7,N/A
2019,1,1,4,30,0,0,0,3,117.09,0.1,17.3,N/A
2019,1,1,5,0,0,0,0,3,110.93,0.1,17,N/A
2019,1,1,5,30,0,0,0,7,104.87,0.1,16.7,N/A
2019,1,1,6,0,0,0,0,7,98.92,0.1,16.400000000000002,N/A
2019,1,1,6,30,0,0,0,7,93.13,0.1,16.7,N/A
2019,1,1,7,0,15,21,30,7,87.27,0.1,17.1,N/A
2019,1,1,7,30,47,40,100,7,82.03,0.1,18.1,N/A
2019,1,1,8,0,83,54,184,7,76.96000000000001,0.1,19.1,N/A
2019,1,1,8,30,70,68,265,7,72.21000000000001,0.2,20.1,N/A
2019,1,1,9,0,96,83,338,7,67.87,0.2,21.1,N/A
2019,1,1,9,30,33,89,406,7,64.02,0.2,21.200000000000003,N/A
2019,1,1,10,0,22,94,463,7,60.78,0.2,21.200000000000003,N/A
2019,1,1,10,30,24,98,507,7,58.230000000000004,0.2,21.200000000000003,N/A
2019,1,1,11,0,29,101,536,7,56.480000000000004,0.2,21.1,N/A
2019,1,1,11,30,66,106,549,7,55.6,0.2,21.1,N/A
2019,1,1,12,0,73,110,546,4,55.63,0.2,21,N/A
2019,1,1,12,30,59,114,529,4,56.58,0.2,20.900000000000002,N/A
2019,1,1,13,0,100,115,495,4,58.39,0.2,20.700000000000003,N/A
2019,1,1,13,30,119,114,449,7,61,0.2,20.400000000000002,N/A
2019,1,1,14,0,99,111,390,7,64.29,0.2,20,N/A
2019,1,1,14,30,52,101,321,4,68.18,0.2,19.5,N/A
2019,1,1,15,0,64,89,244,3,72.55,0.1,19.1,N/A
2019,1,1,15,30,38,73,164,3,77.33,0.1,18.5,N/A
2019,1,1,16,0,19,49,85,3,82.41,0.1,17.900000000000002,N/A
2019,1,1,16,30,7,18,21,3,87.66,0.1,17.5,N/A
2019,1,1,17,0,0,0,0,3,93.55,0.1,17.1,N/A
2019,1,1,17,30,0,0,0,4,99.36,0.1,17.1,N/A
2019,1,1,18,0,0,0,0,8,105.32000000000001,0.1,16.5,N/A
2019,1,1,18,30,0,0,0,4,111.39,0.1,16.2,N/A
2019,1,1,19,0,0,0,0,3,117.56,0.1,15.9,N/A
2019,1,1,19,30,0,0,0,3,123.79,0.1,15.600000000000001,N/A
2019,1,1,20,0,0,0,0,3,130.08,0.1,15.3,N/A
2019,1,1,20,30,0,0,0,7,136.4,0.1,15,N/A
2019,1,1,21,0,0,0,0,7,142.71,0.2,14.8,N/A
2019,1,1,21,30,0,0,0,7,148.98,0.2,14.600000000000001,N/A
2019,1,1,22,0,0,0,0,7,155.15,0.2,14.4,N/A
2019,1,1,22,30,0,0,0,3,161.06,0.30000000000000004,14.3,N/A
2019,1,1,23,0,0,0,0,7,166.34,0.30000000000000004,14.100000000000001,N/A
2019,1,1,23,30,0,0,0,7,169.91,0.30000000000000004,14.100000000000001,N/A
2019,1,2,0,0,0,0,0,3,169.77,0.4,14,N/A
2019,1,2,0,30,0,0,0,7,166.04,0.4,13.9,N/A
2019,1,2,1,0,0,0,0,3,160.70000000000002,0.5,13.8,N/A
2019,1,2,1,30,0,0,0,3,154.76,0.4,13.600000000000001,N/A
2019,1,2,2,0,0,0,0,3,148.59,0.4,13.4,N/A
2019,1,2,2,30,0,0,0,3,142.31,0.30000000000000004,13.3,N/A
2019,1,2,3,0,0,0,0,3,135.99,0.2,13.100000000000001,N/A
2019,1,2,3,30,0,0,0,3,129.68,0.1,13,N/A
2019,1,2,4,0,0,0,0,3,123.39,0.1,12.9,N/A
2019,1,2,4,30,0,0,0,3,117.15,0.1,12.8,N/A
2019,1,2,5,0,0,0,0,3,110.99000000000001,0.1,12.8,N/A
2019,1,2,5,30,0,0,0,7,104.92,0.1,12.9,N/A
2019,1,2,6,0,0,0,0,7,98.97,0.1,12.9,N/A
2019,1,2,6,30,0,0,0,7,93.17,0.1,13.4,N/A
2019,1,2,7,0,3,20,27,7,87.3,0.2,13.8,N/A
2019,1,2,7,30,22,46,97,4,82.05,0.2,14.5,N/A
2019,1,2,8,0,32,62,179,4,76.97,0.2,15.200000000000001,N/A
2019,1,2,8,30,60,75,262,4,72.22,0.1,16.1,N/A
2019,1,2,9,0,45,85,339,7,67.86,0.1,17.1,N/A
2019,1,2,9,30,39,92,408,7,64.01,0.1,17.8,N/A
2019,1,2,10,0,70,97,465,7,60.74,0.1,18.5,N/A
2019,1,2,10,30,106,99,510,7,58.18,0.1,19,N/A
2019,1,2,11,0,121,101,542,6,56.410000000000004,0.1,19.400000000000002,N/A
2019,1,2,11,30,84,102,556,6,55.52,0.2,19.6,N/A
2019,1,2,12,0,90,104,556,6,55.54,0.2,19.8,N/A
2019,1,2,12,30,90,101,540,6,56.47,0.2,19.900000000000002,N/A
2019,1,2,13,0,46,97,510,6,58.27,0.1,20.1,N/A
2019,1,2,13,30,51,92,465,6,60.870000000000005,0.1,20,N/A
2019,1,2,14,0,65,87,408,7,64.16,0.1,19.900000000000002,N/A
2019,1,2,14,30,39,80,338,4,68.04,0.1,19.6,N/A
2019,1,2,15,0,32,71,259,7,72.41,0.1,19.400000000000002,N/A
2019,1,2,15,30,25,60,176,7,77.19,0.2,18.5,N/A
2019,1,2,16,0,15,44,94,7,82.27,0.30000000000000004,17.7,N/A
2019,1,2,16,30,5,19,25,7,87.53,0.2,17.2,N/A
2019,1,2,17,0,0,0,0,7,93.41,0.2,16.7,N/A
2019,1,2,17,30,0,0,0,7,99.22,0.2,16.7,N/A
2019,1,2,18,0,0,0,0,7,105.18,0.1,16.7,N/A
2019,1,2,18,30,0,0,0,7,111.25,0.1,16.7,N/A
2019,1,2,19,0,0,0,0,7,117.42,0.1,16.7,N/A
2019,1,2,19,30,0,0,0,7,123.66,0.1,16.6,N/A
2019,1,2,20,0,0,0,0,7,129.95,0.1,16.6,N/A
2019,1,2,20,30,0,0,0,7,136.26,0.2,16.5,N/A
2019,1,2,21,0,0,0,0,6,142.57,0.2,16.5,N/A
2019,1,2,21,30,0,0,0,7,148.85,0.2,16.6,N/A
2019,1,2,22,0,0,0,0,7,155.01,0.2,16.7,N/A
2019,1,2,22,30,0,0,0,6,160.92000000000002,0.2,16.7,N/A
2019,1,2,23,0,0,0,0,6,166.20000000000002,0.2,16.7,N/A
2019,1,2,23,30,0,0,0,7,169.79,0.1,16.6,N/A
2019,1,3,0,0,0,0,0,7,169.72,0.1,16.400000000000002,N/A
2019,1,3,0,30,0,0,0,7,166.04,0.1,16.2,N/A
2019,1,3,1,0,0,0,0,7,160.73,0.1,15.9,N/A
2019,1,3,1,30,0,0,0,7,154.81,0.1,15.600000000000001,N/A
2019,1,3,2,0,0,0,0,3,148.65,0.1,15.3,N/A
2019,1,3,2,30,0,0,0,7,142.37,0.1,15.100000000000001,N/A
2019,1,3,3,0,0,0,0,7,136.05,0.1,14.9,N/A
2019,1,3,3,30,0,0,0,7,129.74,0.1,14.700000000000001,N/A
2019,1,3,4,0,0,0,0,6,123.45,0.1,14.4,N/A
2019,1,3,4,30,0,0,0,7,117.21000000000001,0.1,14.3,N/A
2019,1,3,5,0,0,0,0,7,111.04,0.2,14.200000000000001,N/A
2019,1,3,5,30,0,0,0,7,104.97,0.2,14.100000000000001,N/A
2019,1,3,6,0,0,0,0,7,99.01,0.30000000000000004,14.100000000000001,N/A
2019,1,3,6,30,0,0,0,6,93.21000000000001,0.2,14.600000000000001,N/A
2019,1,3,7,0,9,19,28,6,87.33,0.1,15.100000000000001,N/A
