Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,963025,-,-,-,32.57,-84.7,-5,153,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,Clearsky DHI,Clearsky GHI,Cloud Type,Solar Zenith Angle,Wind Speed,Temperature,
2019,1,1,0,0,0,0,0,3,166.67000000000002,0.5,18.7,N/A
2019,1,1,0,30,0,0,0,4,170.07,0.4,18.6,N/A
2019,1,1,1,0,0,0,0,3,169.66,0.4,18.5,N/A
2019,1,1,1,30,0,0,0,3,165.76,0.4,18.400000000000002,N/A
2019,1,1,2,0,0,0,0,3,160.36,0.4,18.3,N/A
2019,1,1,2,30,0,0,0,0,154.4,0.30000000000000004,18.2,N/A
2019,1,1,3,0,0,0,0,0,148.22,0.30000000000000004,18.2,N/A
2019,1,1,3,30,0,0,0,3,141.94,0.30000000000000004,18,N/A
2019,1,1,4,0,0,0,0,3,135.62,0.30000000000000004,17.900000000000002,N/A
2019,1,1,4,30,0,0,0,3,129.31,0.30000000000000004,17.7,N/A
2019,1,1,5,0,0,0,0,3,123.03,0.30000000000000004,17.5,N/A
2019,1,1,5,30,0,0,0,4,116.8,0.2,17.2,N/A
2019,1,1,6,0,0,0,0,3,110.65,0.2,16.900000000000002,N/A
2019,1,1,6,30,0,0,0,0,104.59,0.2,16.7,N/A
2019,1,1,7,0,0,0,0,3,98.66,0.2,16.5,N/A
2019,1,1,7,30,0,0,0,7,92.87,0.2,16.7,N/A
2019,1,1,8,0,18,22,32,3,87.04,0.2,17,N/A
2019,1,1,8,30,44,41,104,3,81.8,0.2,17.8,N/A
2019,1,1,9,0,85,55,187,7,76.75,0.30000000000000004,18.6,N/A
2019,1,1,9,30,116,69,268,7,72.02,0.30000000000000004,19.5,N/A
2019,1,1,10,0,90,84,341,7,67.7,0.30000000000000004,20.400000000000002,N/A
2019,1,1,10,30,94,91,408,7,63.89,0.30000000000000004,20.8,N/A
2019,1,1,11,0,77,97,465,7,60.67,0.4,21.1,N/A
2019,1,1,11,30,144,100,508,7,58.160000000000004,0.4,21.1,N/A
2019,1,1,12,0,83,102,536,7,56.45,0.4,21.200000000000003,N/A
2019,1,1,12,30,30,106,549,7,55.620000000000005,0.4,21.1,N/A
2019,1,1,13,0,99,110,545,4,55.7,0.4,21.1,N/A
2019,1,1,13,30,153,112,527,4,56.68,0.4,21,N/A
