Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,961897,-,-,-,32.57,-84.78,-5,151,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,Clearsky DHI,Clearsky GHI,Cloud Type,Solar Zenith Angle,Wind Speed,Temperature,
2019,1,1,0,0,0,0,0,3,166.62,0.30000000000000004,18.7,N/A
2019,1,1,0,30,0,0,0,3,170.05,0.2,18.6,N/A
2019,1,1,1,0,0,0,0,3,169.69,0.2,18.5,N/A
2019,1,1,1,30,0,0,0,3,165.81,0.2,18.400000000000002,N/A
2019,1,1,2,0,0,0,0,3,160.42000000000002,0.2,18.2,N/A
2019,1,1,2,30,0,0,0,0,154.47,0.2,18.2,N/A
2019,1,1,3,0,0,0,0,3,148.29,0.2,18.1,N/A
2019,1,1,3,30,0,0,0,3,142.01,0.2,18,N/A
2019,1,1,4,0,0,0,0,3,135.69,0.2,17.900000000000002,N/A
2019,1,1,4,30,0,0,0,3,129.38,0.2,17.7,N/A
2019,1,1,5,0,0,0,0,4,123.10000000000001,0.1,17.5,N/A
2019,1,1,5,30,0,0,0,7,116.87,0.1,17.2,N/A
2019,1,1,6,0,0,0,0,3,110.72,0.1,16.8,N/A
2019,1,1,6,30,0,0,0,0,104.66,0.1,16.6,N/A
2019,1,1,7,0,0,0,0,7,98.72,0.1,16.400000000000002,N/A
2019,1,1,7,30,0,0,0,8,92.93,0.1,16.7,N/A
2019,1,1,8,0,19,21,31,3,87.10000000000001,0.1,16.900000000000002,N/A
2019,1,1,8,30,50,41,103,3,81.85000000000001,0.1,17.8,N/A
2019,1,1,9,0,85,54,186,7,76.8,0.2,18.7,N/A
2019,1,1,9,30,122,68,266,7,72.07000000000001,0.2,19.700000000000003,N/A
2019,1,1,10,0,72,84,340,7,67.75,0.2,20.6,N/A
2019,1,1,10,30,107,91,407,7,63.93,0.2,20.8,N/A
2019,1,1,11,0,45,96,464,7,60.7,0.2,21.1,N/A
2019,1,1,11,30,69,100,507,7,58.19,0.2,21.1,N/A
2019,1,1,12,0,35,102,536,4,56.47,0.30000000000000004,21.1,N/A
2019,1,1,12,30,40,106,548,4,55.620000000000005,0.30000000000000004,21,N/A
2019,1,1,13,0,140,111,545,4,55.69,0.30000000000000004,21,N/A
2019,1,1,13,30,142,113,527,4,56.67,0.30000000000000004,20.8,N/A
2019,1,1,14,0,78,114,493,4,58.51,0.2,20.6,N/A
2019,1,1,14,30,126,112,446,4,61.14,0.2,20.3,N/A
2019,1,1,15,0,119,109,387,7,64.46000000000001,0.2,20,N/A
2019,1,1,15,30,80,100,318,7,68.36,0.2,19.5,N/A
2019,1,1,16,0,79,89,241,7,72.75,0.2,19.1,N/A
2019,1,1,16,30,71,71,160,4,77.53,0.1,18.5,N/A
2019,1,1,17,0,35,48,82,4,82.63,0.1,17.900000000000002,N/A
2019,1,1,17,30,9,17,20,4,87.87,0.1,17.6,N/A
2019,1,1,18,0,0,0,0,3,93.78,0.1,17.2,N/A
2019,1,1,18,30,0,0,0,3,99.60000000000001,0.1,17.2,N/A
2019,1,1,19,0,0,0,0,8,105.55,0.1,16.6,N/A
2019,1,1,19,30,0,0,0,3,111.63,0.1,16.3,N/A
2019,1,1,20,0,0,0,0,3,117.8,0.1,16,N/A
2019,1,1,20,30,0,0,0,3,124.03,0.1,15.700000000000001,N/A
2019,1,1,21,0,0,0,0,3,130.32,0.1,15.4,N/A
2019,1,1,21,30,0,0,0,3,136.63,0.2,15.200000000000001,N/A
2019,1,1,22,0,0,0,0,7,142.94,0.2,14.9,N/A
2019,1,1,22,30,0,0,0,7,149.21,0.2,14.700000000000001,N/A
2019,1,1,23,0,0,0,0,7,155.36,0.2,14.5,N/A
2019,1,1,23,30,0,0,0,7,161.25,0.30000000000000004,14.4,N/A
2019,1,2,0,0,0,0,0,7,166.48,0.30000000000000004,14.200000000000001,N/A
2019,1,2,0,30,0,0,0,7,169.94,0.30000000000000004,14.100000000000001,N/A
2019,1,2,1,0,0,0,0,7,169.65,0.4,14,N/A
2019,1,2,1,30,0,0,0,7,165.83,0.4,13.9,N/A
2019,1,2,2,0,0,0,0,3,160.46,0.5,13.8,N/A
2019,1,2,2,30,0,0,0,3,154.52,0.4,13.600000000000001,N/A
2019,1,2,3,0,0,0,0,0,148.35,0.30000000000000004,13.4,N/A
2019,1,2,3,30,0,0,0,3,142.07,0.30000000000000004,13.200000000000001,N/A
2019,1,2,4,0,0,0,0,3,135.76,0.2,13.100000000000001,N/A
2019,1,2,4,30,0,0,0,3,129.44,0.1,13,N/A
2019,1,2,5,0,0,0,0,3,123.16,0.1,12.8,N/A
2019,1,2,5,30,0,0,0,3,116.93,0.1,12.8,N/A
2019,1,2,6,0,0,0,0,3,110.77,0.1,12.8,N/A
2019,1,2,6,30,0,0,0,7,104.71000000000001,0.1,12.8,N/A
2019,1,2,7,0,0,0,0,7,98.77,0.1,12.8,N/A
2019,1,2,7,30,0,0,0,7,92.97,0.2,13.200000000000001,N/A
2019,1,2,8,0,5,23,30,7,87.13,0.2,13.600000000000001,N/A
2019,1,2,8,30,7,47,99,7,81.88,0.2,14.3,N/A
2019,1,2,9,0,12,62,181,4,76.82000000000001,0.2,15.100000000000001,N/A
2019,1,2,9,30,35,76,264,4,72.07000000000001,0.2,16.1,N/A
2019,1,2,10,0,47,85,340,7,67.74,0.1,17.1,N/A
2019,1,2,10,30,45,93,409,7,63.910000000000004,0.1,17.8,N/A
2019,1,2,11,0,82,98,466,7,60.67,0.2,18.6,N/A
2019,1,2,11,30,101,101,511,6,58.14,0.2,19,N/A
2019,1,2,12,0,138,103,541,6,56.4,0.2,19.400000000000002,N/A
2019,1,2,12,30,118,105,555,6,55.54,0.2,19.6,N/A
2019,1,2,13,0,113,107,553,7,55.59,0.2,19.8,N/A
2019,1,2,13,30,110,104,537,7,56.56,0.2,19.900000000000002,N/A
2019,1,2,14,0,77,101,506,7,58.39,0.2,20,N/A
2019,1,2,14,30,45,96,460,6,61.02,0.1,19.900000000000002,N/A
2019,1,2,15,0,46,89,402,7,64.33,0.1,19.8,N/A
2019,1,2,15,30,57,84,333,7,68.22,0.1,19.5,N/A
2019,1,2,16,0,48,74,254,7,72.61,0.1,19.1,N/A
2019,1,2,16,30,35,61,171,7,77.4,0.2,18.3,N/A
2019,1,2,17,0,19,44,90,7,82.49,0.30000000000000004,17.5,N/A
2019,1,2,17,30,7,18,23,7,87.74,0.2,17.1,N/A
2019,1,2,18,0,0,0,0,7,93.64,0.2,16.6,N/A
2019,1,2,18,30,0,0,0,7,99.46000000000001,0.2,16.6,N/A
2019,1,2,19,0,0,0,0,7,105.42,0.1,16.5,N/A
2019,1,2,19,30,0,0,0,7,111.49000000000001,0.1,16.5,N/A
2019,1,2,20,0,0,0,0,7,117.66,0.1,16.400000000000002,N/A
2019,1,2,20,30,0,0,0,7,123.9,0.2,16.400000000000002,N/A
2019,1,2,21,0,0,0,0,6,130.18,0.2,16.3,N/A
2019,1,2,21,30,0,0,0,7,136.5,0.2,16.2,N/A
2019,1,2,22,0,0,0,0,6,142.81,0.2,16.2,N/A
2019,1,2,22,30,0,0,0,6,149.07,0.2,16.3,N/A
2019,1,2,23,0,0,0,0,7,155.22,0.2,16.400000000000002,N/A
2019,1,2,23,30,0,0,0,6,161.11,0.2,16.400000000000002,N/A
2019,1,3,0,0,0,0,0,6,166.34,0.2,16.400000000000002,N/A
2019,1,3,0,30,0,0,0,7,169.83,0.2,16.400000000000002,N/A
2019,1,3,1,0,0,0,0,7,169.6,0.2,16.3,N/A
2019,1,3,1,30,0,0,0,7,165.84,0.1,16,N/A
2019,1,3,2,0,0,0,0,7,160.5,0.1,15.8,N/A
2019,1,3,2,30,0,0,0,7,154.58,0.1,15.5,N/A
2019,1,3,3,0,0,0,0,3,148.41,0.1,15.3,N/A
2019,1,3,3,30,0,0,0,7,142.13,0.1,15.100000000000001,N/A
2019,1,3,4,0,0,0,0,7,135.82,0.1,14.9,N/A
2019,1,3,4,30,0,0,0,7,129.5,0.1,14.700000000000001,N/A
2019,1,3,5,0,0,0,0,7,123.22,0.1,14.5,N/A
2019,1,3,5,30,0,0,0,7,116.99000000000001,0.2,14.4,N/A
